-0.489694, 0.765392, -0.24944, -1.63075, 1.11051, 1.05009, -1.76991
-0.489694, 0.765386, -0.249437, -1.63075, 1.11051, 1.05009, -1.76991
-0.489699, 0.765386, -0.249443, -1.63075, 1.11051, 1.05009, -1.76992
-0.489703, 0.765387, -0.249441, -1.63074, 1.11052, 1.05009, -1.76991
-0.489702, 0.765384, -0.249439, -1.63074, 1.11051, 1.05009, -1.76991
-0.489705, 0.765386, -0.249436, -1.63074, 1.11051, 1.05009, -1.76991
-0.489712, 0.765397, -0.24943, -1.63075, 1.11051, 1.05009, -1.76991
-0.489711, 0.765399, -0.249427, -1.63075, 1.11052, 1.05009, -1.76992
-0.489714, 0.765407, -0.249426, -1.63075, 1.11052, 1.05009, -1.76992
-0.489717, 0.765415, -0.249414, -1.63075, 1.11052, 1.05009, -1.76992
-0.489717, 0.765418, -0.249406, -1.63076, 1.11052, 1.0501, -1.76992
-0.489722, 0.765422, -0.249407, -1.63076, 1.11053, 1.0501, -1.76992
-0.489727, 0.765422, -0.249396, -1.63076, 1.11053, 1.05011, -1.76992
-0.48973, 0.765424, -0.249392, -1.63077, 1.11053, 1.05011, -1.76991
-0.489727, 0.765426, -0.249385, -1.63077, 1.11053, 1.05011, -1.76992
-0.489738, 0.765426, -0.249386, -1.63077, 1.11053, 1.05011, -1.76992
-0.489739, 0.765429, -0.249377, -1.63078, 1.11053, 1.0501, -1.76992
-0.489738, 0.765427, -0.249379, -1.63079, 1.11054, 1.05009, -1.76992
-0.489746, 0.765426, -0.249373, -1.6308, 1.11054, 1.05009, -1.76992
-0.489743, 0.765426, -0.249366, -1.6308, 1.11054, 1.05009, -1.76992
-0.489747, 0.765423, -0.24936, -1.63081, 1.11054, 1.05008, -1.76993
-0.489741, 0.765426, -0.249354, -1.63082, 1.11054, 1.05008, -1.76992
-0.489747, 0.765423, -0.249357, -1.63082, 1.11054, 1.05008, -1.76993
-0.489747, 0.765429, -0.249354, -1.63083, 1.11054, 1.05008, -1.76993
-0.489746, 0.765432, -0.249345, -1.63084, 1.11054, 1.05009, -1.76993
-0.489745, 0.765429, -0.249347, -1.63085, 1.11054, 1.05009, -1.76993
-0.489736, 0.765434, -0.249339, -1.63085, 1.11054, 1.05009, -1.76993
-0.489741, 0.765437, -0.249342, -1.63086, 1.11054, 1.05009, -1.76993
-0.489736, 0.765445, -0.249335, -1.63087, 1.11055, 1.0501, -1.76993
-0.489736, 0.765445, -0.249335, -1.63088, 1.11055, 1.0501, -1.76993
-0.489736, 0.765445, -0.24933, -1.63089, 1.11055, 1.0501, -1.76994
-0.489736, 0.765443, -0.249322, -1.63089, 1.11055, 1.0501, -1.76993
-0.489736, 0.765448, -0.249321, -1.63091, 1.11055, 1.0501, -1.76994
-0.489733, 0.765443, -0.249313, -1.63092, 1.11055, 1.05009, -1.76994
-0.489736, 0.765448, -0.249312, -1.63092, 1.11056, 1.05009, -1.76993
-0.489733, 0.765448, -0.249308, -1.63094, 1.11056, 1.05009, -1.76994
-0.489733, 0.765445, -0.249302, -1.63094, 1.11056, 1.05009, -1.76994
-0.48973, 0.765448, -0.249292, -1.63096, 1.11056, 1.05009, -1.76994
-0.489727, 0.765448, -0.249287, -1.63097, 1.11056, 1.0501, -1.76994
-0.489725, 0.765454, -0.249289, -1.63098, 1.11057, 1.0501, -1.76994
