-4.896941217634759869e-01,7.653921303896699113e-01,-2.494398816946165887e-01,-1.630750158546421025e+00,1.110510037888172485e+00,1.050089905655249733e+00,-1.769910043672090705e+00,-1.217634759786785832e-04,1.303896698972335929e-04,1.183053834007991050e-04,-1.585464211074305791e-04,3.788817229951349725e-05,-9.434475021185156115e-05,-4.367209059094485235e-05,-1.217634759786785786e-01,1.303896698972335788e-01,1.183053834007991023e-01,-1.585464211074305851e-01,3.788817229951349508e-02,-9.434475021185155519e-02,-4.367209059094485230e-02
-4.896943581761827868e-01,7.653923858183343532e-01,-2.494396405739194855e-01,-1.630750485642424863e+00,1.110510115918488472e+00,1.050089724166897387e+00,-1.769910130404604987e+00,-2.364127068172025851e-04,2.554286644302591110e-04,2.411206971103037225e-04,-3.270960039030133566e-04,7.803031600102979665e-05,-1.814883522732792264e-04,-8.673251438107920316e-05,-1.146492308385240050e-01,1.250389945330255270e-01,1.228153137095045894e-01,-1.685495827955827697e-01,4.014214370151630851e-02,-8.714360206142768295e-02,-4.306042379013434729e-02
-4.896947017406098612e-01,7.653927608072306210e-01,-2.494392727869680360e-01,-1.630750991213036682e+00,1.110510236062480782e+00,1.050089462320591638e+00,-1.769910259483330917e+00,-3.435644270816380999e-04,3.749888962517246727e-04,3.677869514601969170e-04,-5.055706119198203697e-04,1.201439923932981447e-04,-2.618463057477449793e-04,-1.290787259605930448e-04,-1.071517202644355071e-01,1.195602318214655374e-01,1.266662543498931759e-01,-1.784746080168070348e-01,4.211367639226834547e-02,-8.035795347446578196e-02,-4.234621157951384829e-02
-4.896951445637697242e-01,7.653932497530550050e-01,-2.494387751660235575e-01,-1.630751685066655687e+00,1.110510399993771991e+00,1.050089126489804237e+00,-1.769910430085228414e+00,-4.428231598486743483e-04,4.889458244359701916e-04,4.976209444788974850e-04,-6.938536190332506839e-04,1.639312912441688911e-04,-3.358307873800494680e-04,-1.706018975831605905e-04,-9.925873276703622849e-02,1.139569281842454790e-01,1.298339930187005498e-01,-1.882830071134303507e-01,4.378729885087075113e-02,-7.398448163230450514e-02,-4.152317162256755068e-02
-4.896956783505566624e-01,7.653938469358149144e-01,-2.494381452446740310e-01,-1.630752576850893254e+00,1.110510609073946497e+00,1.050088722643502059e+00,-1.769910641272809837e+00,-5.337867869473530546e-04,5.971827599389407980e-04,6.299213495363600087e-04,-8.917842375180644191e-04,2.090801744331787003e-04,-4.038463022777137872e-04,-2.111875813845640764e-04,-9.096362709867875096e-02,1.082369355029706021e-01,1.323004050574625445e-01,-1.979306184848137196e-01,4.514888318900980163e-02,-6.801551489766431702e-02,-4.058568380140348264e-02
-4.896962944040350596e-01,7.653945465316189800e-01,-2.494373812681281444e-01,-1.630753676002955510e+00,1.110510864340340742e+00,1.050088256358522099e+00,-1.769910891989457502e+00,-6.160534783855658395e-04,6.995958040726447426e-04,7.639765458842534681e-04,-1.099152062333205596e-03,2.552663943504163949e-04,-4.662849800275573400e-04,-2.507166477461739216e-04,-8.226669143821273289e-02,1.024130441337039316e-01,1.340551963478934794e-01,-2.073678248151411829e-01,4.618621991723771691e-02,-6.243867774984351859e-02,-3.952906636160982701e-02
-4.896969836340311355e-01,7.653953426309496599e-01,-2.494364821938878929e-01,-1.630754991695071210e+00,1.110511166496352731e+00,1.050087732836846754e+00,-1.769911181055977112e+00,-6.892299960862991338e-04,7.960993307148082768e-04,8.990742402609752095e-04,-1.315692115605530173e-03,3.021560120060308658e-04,-5.235216753183597090e-04,-2.890665195570843535e-04,-7.317651770073332895e-02,9.650352664216352294e-02,1.350976943767217553e-01,-2.165400532723245619e-01,4.688961765561445311e-02,-5.723669529080242097e-02,-3.834987181091044361e-02
-4.896977365753426015e-01,7.653962292628161412e-01,-2.494354476810537180e-01,-1.630756532775784251e+00,1.110511515904861524e+00,1.050087156927765664e+00,-1.769911507168687281e+00,-7.529413114545393778e-04,8.866318664323783469e-04,1.034512834183111928e-03,-1.541080713030044524e-03,3.494085088428248087e-04,-5.759090811012615484e-04,-3.261127101008746238e-04,-6.371131536824023445e-02,9.053253571757011176e-02,1.354385939221366686e-01,-2.253885974245144475e-01,4.725249683679394463e-02,-5.238740578290185940e-02,-3.704619054379029025e-02
-4.896985434167290818e-01,7.653972004249796068e-01,-2.494342780666755355e-01,-1.630758307708280341e+00,1.110511912585310013e+00,1.050086533154660717e+00,-1.769911868899344265e+00,-8.068413864769679233e-04,9.711621634265616950e-04,1.169614378184245015e-03,-1.774932496096228883e-03,3.966804485093231632e-04,-6.237731049608694154e-04,-3.617306568963826068e-04,-5.390007502242857157e-02,8.453029699418335152e-02,1.351015440011330282e-01,-2.338517830661843711e-01,4.727193966649837625e-02,-4.786402385960784184e-02,-3.561794679550800424e-02
-4.896993940415982904e-01,7.653982501201832545e-01,-2.494329743278483058e-01,-1.630760324507254833e+00,1.110512356214912622e+00,1.050085865745870706e+00,-1.769912264697170112e+00,-8.506248692122158955e-04,1.049695203610468992e-03,1.303738827219763207e-03,-2.016798974477855382e-03,4.436296025961188549e-04,-6.674087900189217860e-04,-3.957978257364890918e-04,-4.378348273524802076e-02,7.853304018390724894e-02,1.341244490355180952e-01,-2.418664783816266151e-01,4.694915408679570940e-02,-4.363568505805231340e-02,-3.406716884010645846e-02
-4.897002780809526223e-01,7.653993723980080377e-01,-2.494315380286681039e-01,-1.630762590676151369e+00,1.110512846134323661e+00,1.050085158668796703e+00,-1.769912692893209627e+00,-8.840393543407448805e-04,1.122277824750287463e-03,1.436299180191384205e-03,-2.266168896462452276e-03,4.899194110452314991e-04,-7.070770740512234524e-04,-4.281960395782662197e-04,-3.341448512852898678e-02,7.258262113981846231e-02,1.325603529716210538e-01,-2.493699219845967596e-01,4.628980844911263076e-02,-3.966828403230165251e-02,-3.239821384177714314e-02
-4.897011849787201720e-01,7.654005614016364811e-01,-2.494299712517048240e-01,-1.630765113146860346e+00,1.110513381357931761e+00,1.050084415666127535e+00,-1.769913151707177112e+00,-9.068977675731140515e-04,1.189003628405573346e-03,1.566776963282919335e-03,-2.522470708987815686e-03,5.352236080926347670e-04,-7.430026691257058920e-04,-4.588139674756045935e-04,-2.285841323236914580e-02,6.672580365528595070e-02,1.304777830915352099e-01,-2.563018125253633261e-01,4.530419704740323850e-02,-3.592559507448246647e-02,-3.061792789733836992e-02
-4.897021040690799354e-01,7.654018114184573118e-01,-2.494282765142895320e-01,-1.630767898224143142e+00,1.110513960588745075e+00,1.050083640292821974e+00,-1.769913639256868398e+00,-9.190903597869082850e-04,1.250016820793364760e-03,1.694737415297059308e-03,-2.785077282878514401e-03,5.792308132110242586e-04,-7.753733054788031600e-04,-4.875496913437941601e-04,-1.219259221379420666e-02,6.101319238779145948e-02,1.279604520141400525e-01,-2.626065738906988578e-01,4.400720511838944471e-02,-3.237063635309731652e-02,-2.873572386818955965e-02
-4.897030246648328422e-01,7.654031169331136919e-01,-2.494264566706226038e-01,-1.630770951537110269e+00,1.110514582237613457e+00,1.050082835952304894e+00,-1.769914153570123494e+00,-9.205957529172900016e-04,1.305514656373232048e-03,1.819843666918639479e-03,-3.053312967168707835e-03,6.216488684349775031e-04,-8.043405170107365909e-04,-5.143132549912461833e-04,-1.505393130381664718e-03,5.549783557986719129e-02,1.251062516215800946e-01,-2.682356842901932326e-01,4.241805522395322020e-02,-2.896721153193342405e-02,-2.676356364745207522e-02
-4.897039361553057191e-01,7.654044726813155064e-01,-2.494245148014367364e-01,-1.630774278000016952e+00,1.110515244446315997e+00,1.050082005930250029e+00,-1.769914692599215744e+00,-9.114904728804624785e-04,1.355748201855602481e-03,1.941869185873308645e-03,-3.326462906675633092e-03,6.622087025524015218e-04,-8.300220547838536985e-04,-5.390290922856392055e-04,9.105280036827504905e-03,5.023354548237041889e-02,1.220255189546692043e-01,-2.731499395069251768e-01,4.055983411742400402e-02,-2.568153777311710587e-02,-2.471583729439302476e-02
-4.897048281117452606e-01,7.654058737025294379e-01,-2.494224540936438028e-01,-1.630777881784436945e+00,1.110515945113837111e+00,1.050081153424343938e+00,-1.769915254237446556e+00,-8.919564395387882426e-04,1.401021213961092674e-03,2.060707792941179894e-03,-3.603784420077598208e-03,7.006675210643748940e-04,-8.525059060393876511e-04,-5.616382307289267874e-04,1.953403334167425412e-02,4.527301210549011801e-02,1.188386070678714157e-01,-2.773215134019653139e-01,3.845881851197335138e-02,-2.248385125553396466e-02,-2.260913844328761579e-02
-4.897056903977048958e-01,7.654073153895518677e-01,-2.494202777130033188e-01,-1.630781766304541192e+00,1.110516681924995419e+00,1.050080281568564589e+00,-1.769915836337619952e+00,-8.622859596202359913e-04,1.441687022466198263e-03,2.176380640471811331e-03,-3.884520104251863032e-03,7.368111583720944949e-04,-8.718557793990180287e-04,-5.821001734993112723e-04,2.967047991855226857e-02,4.066580850510564948e-02,1.156728475306316450e-01,-2.807356841742648657e-01,3.614363730771962685e-02,-1.934987335963038804e-02,-2.046194277038448223e-02
-4.897065132815852095e-01,7.654087935329744186e-01,-2.494179886733235429e-01,-1.630785934216758326e+00,1.110517452380478165e+00,1.050079393450760845e+00,-1.769916436731996612e+00,-8.228838803359072012e-04,1.478143422588369151e-03,2.289039679780128546e-03,-4.167912217131947150e-03,7.704554826658628662e-04,-8.881178038438120514e-04,-6.003943766854164454e-04,3.940207928432875456e-02,3.645640012217084974e-02,1.126590393083171798e-01,-2.833921128800839240e-01,3.364432429376832540e-02,-1.626202444479403139e-02,-1.829420318610520957e-02
-4.897072875482847976e-01,7.654103043586717448e-01,-2.494155897060083837e-01,-1.630790387434564837e+00,1.110518253827287749e+00,1.050078492122669127e+00,-1.769917053253254213e+00,-7.742666996129859416e-04,1.510825697279105694e-03,2.398967315161154232e-03,-4.453217806555948531e-03,8.014468095374099096e-04,-9.013280917094434932e-04,-6.165212576540050936e-04,4.861718072292123966e-02,3.268227469073647223e-02,1.099276353810257068e-01,-2.853055894240014156e-01,3.099132687154701124e-02,-1.321028786563147039e-02,-1.612688096858860484e-02
-4.897080046068656434e-01,7.654118445566714390e-01,-2.494130831338736698e-01,-1.630795127158568558e+00,1.110519083488638703e+00,1.050077580601924465e+00,-1.769917683755947602e+00,-7.170585808455451826e-04,1.540197999646062202e-03,2.506572134717611512e-03,-4.739724003750870121e-03,8.296613508948194778e-04,-9.115207446622753925e-04,-6.305026932937849186e-04,5.720811876744077290e-02,2.937230236695639873e-02,1.076048195564573706e-01,-2.865061971949215414e-01,2.821454135740957686e-02,-1.019265295283191229e-02,-1.398143563977979030e-02
-4.897086565912379119e-01,7.654134113000901074e-01,-2.494104707530692133e-01,-1.630800153921458717e+00,1.110519938492432912e+00,1.050076661866080840e+00,-1.769918326137938536e+00,-6.519843722617477784e-04,1.566743418681120154e-03,2.612380804469410008e-03,-5.026762890110730506e-03,8.550037941630680028e-04,-9.187358436940468685e-04,-6.423819909925973645e-04,6.507420858379740769e-02,2.654541903505796413e-02,1.058086697517984370e-01,-2.870388863598604123e-01,2.534244326824848861e-02,-7.215099031771478669e-03,-1.187929769881240077e-02
-4.897092364511085871e-01,7.654150022532103526e-01,-2.494077537266734257e-01,-1.630805467646831985e+00,1.110520815897599212e+00,1.050075738839117978e+00,-1.769918978361276984e+00,-5.798598706964856742e-04,1.590953120261236501e-03,2.717026395796016177e-03,-5.313725373167978334e-03,8.774051662151112745e-04,-9.230269628323614422e-04,-6.522233384173531205e-04,7.212450156526205303e-02,2.420970158011627807e-02,1.046455913266060161e-01,-2.869624830572480301e-01,2.240137205204329948e-02,-4.291119138314555478e-03,-9.841347424755796797e-03
-4.897097380307951497e-01,7.654166155682060602e-01,-2.494049324930998623e-01,-1.630811067720398633e+00,1.110521712717780662e+00,1.050074814371337428e+00,-1.769919638472035706e+00,-5.015796865380688432e-04,1.613314995745992846e-03,2.821233573568653324e-03,-5.600073566693427977e-03,8.968201814897030361e-04,-9.244677805030112857e-04,-6.601107586358247268e-04,7.828018415841683786e-02,2.236187548475628006e-02,1.042071777726369525e-01,-2.863481935254498789e-01,1.941501527459177021e-02,-1.440817670649863387e-03,-7.887420218471614952e-03
-4.897101561339493592e-01,7.654182498704676929e-01,-2.494020066919057643e-01,-1.630816953071651199e+00,1.110522625942081287e+00,1.050073891213909816e+00,-1.769920304618649354e+00,-4.181031542049130716e-04,1.634302261583814092e-03,2.925801194110599565e-03,-5.885351252653161017e-03,9.132243007011708012e-04,-9.231574275240239658e-04,-6.661466136040200808e-04,8.347653233315577292e-02,2.098726583782124788e-02,1.045676205419462795e-01,-2.852776859597331849e-01,1.640411921146779986e-02,1.310352978987267209e-03,-6.035854968195399940e-03
